Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,common_name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,ENA-FIRST-PUBLIC (run),ena_first_public,ENA-LAST-UPDATE (run),ENA_last_update,Experiment,external_id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,Sample_name,sex,SRA Study,Submitter_Id,create_date,version
ERR2784392,OTHER,301,23988498,PRJEB28381,SAMEA4861242,15550215,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796469,SAMEA4861242,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:10Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861242,Ts1.C,female,ERP110576,Ts1.C,2019-04-04T15:41:00Z,1
ERR2784393,OTHER,301,23119155,PRJEB28381,SAMEA4861245,14838724,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796470,SAMEA4861245,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:10Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861245,Ts2.C,female,ERP110576,Ts2.C,2019-04-04T15:41:00Z,1
ERR2784394,OTHER,301,22852142,PRJEB28381,SAMEA4861248,14416092,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796471,SAMEA4861248,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:10Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861248,Ts3.C,female,ERP110576,Ts3.C,2019-04-04T15:41:00Z,1
ERR2784395,OTHER,301,17844437,PRJEB28381,SAMEA4861251,11696356,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796472,SAMEA4861251,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:10Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861251,Ts4.C,female,ERP110576,Ts4.C,2019-04-04T15:41:00Z,1
ERR2784396,OTHER,301,21694407,PRJEB28381,SAMEA4861149,14003302,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796473,SAMEA4861149,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:08Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861149,Js1.C,female,ERP110576,Js1.C,2019-04-04T15:41:00Z,1
ERR2784397,OTHER,301,24405260,PRJEB28381,SAMEA4861152,15985388,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796474,SAMEA4861152,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:08Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861152,Js2.C,female,ERP110576,Js2.C,2019-04-04T15:41:00Z,1
ERR2784398,OTHER,301,17978609,PRJEB28381,SAMEA4861155,11479591,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796475,SAMEA4861155,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:08Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861155,Js3.C,female,ERP110576,Js3.C,2019-04-04T15:41:00Z,1
ERR2784399,OTHER,301,17902057,PRJEB28381,SAMEA4861158,11389449,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796476,SAMEA4861158,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:08Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861158,Js4.C,female,ERP110576,Js4.C,2019-04-04T15:41:00Z,1
ERR2784400,OTHER,301,23236585,PRJEB28381,SAMEA4861243,15369143,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796477,SAMEA4861243,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:10Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861243,Ts1.I,female,ERP110576,Ts1.I,2019-04-04T15:42:00Z,1
ERR2784401,OTHER,301,21519691,PRJEB28381,SAMEA4861246,13586980,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796478,SAMEA4861246,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:10Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861246,Ts2.I,female,ERP110576,Ts2.I,2019-04-04T15:42:00Z,1
ERR2784402,OTHER,301,22824087,PRJEB28381,SAMEA4861249,14425732,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796479,SAMEA4861249,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:10Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861249,Ts3.I,female,ERP110576,Ts3.I,2019-04-04T15:42:00Z,1
ERR2784403,OTHER,301,24173427,PRJEB28381,SAMEA4861252,15845483,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796480,SAMEA4861252,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:10Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861252,Ts4.I,female,ERP110576,Ts4.I,2019-04-04T15:42:00Z,1
ERR2784404,OTHER,301,23083104,PRJEB28381,SAMEA4861150,15106838,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796481,SAMEA4861150,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:08Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861150,Js1.I,female,ERP110576,Js1.I,2019-04-04T15:42:00Z,1
ERR2784405,OTHER,301,32990267,PRJEB28381,SAMEA4861153,21780161,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796482,SAMEA4861153,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:08Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861153,Js2.I,female,ERP110576,Js2.I,2019-04-04T15:42:00Z,1
ERR2784406,OTHER,301,10116065,PRJEB28381,SAMEA4861156,6599993,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796483,SAMEA4861156,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:08Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861156,Js3.I,female,ERP110576,Js3.I,2019-04-04T15:42:00Z,1
ERR2784407,OTHER,300,25410496,PRJEB28381,SAMEA4861159,16397630,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796484,SAMEA4861159,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:08Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861159,Js4.I,female,ERP110576,Js4.I,2019-04-04T15:42:00Z,1
ERR2784408,OTHER,301,36603427,PRJEB28381,SAMEA4861080,24109327,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796485,SAMEA4861080,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861080,J.T.1.P1,female,ERP110576,J.T.1.P1,2019-04-04T15:42:00Z,1
ERR2784409,OTHER,301,37478153,PRJEB28381,SAMEA4861081,24795944,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796486,SAMEA4861081,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861081,J.T.1.P2,female,ERP110576,J.T.1.P2,2019-04-04T15:43:00Z,1
ERR2784410,OTHER,301,27052534,PRJEB28381,SAMEA4861082,17439174,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796487,SAMEA4861082,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861082,J.T.1.P3,female,ERP110576,J.T.1.P3,2019-04-04T15:43:00Z,1
ERR2784411,OTHER,301,36670173,PRJEB28381,SAMEA4861083,24383101,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796488,SAMEA4861083,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861083,J.T.1.P4,male,ERP110576,J.T.1.P4,2019-04-04T15:43:00Z,1
ERR2784412,OTHER,301,41272543,PRJEB28381,SAMEA4861084,27229190,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796489,SAMEA4861084,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861084,J.T.1.P5,male,ERP110576,J.T.1.P5,2019-04-04T20:30:00Z,1
ERR2784413,OTHER,301,28180275,PRJEB28381,SAMEA4861085,18703625,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796490,SAMEA4861085,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861085,J.T.1.P6,male,ERP110576,J.T.1.P6,2019-04-04T15:43:00Z,1
ERR2784414,OTHER,301,36820973,PRJEB28381,SAMEA4861086,24213739,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796491,SAMEA4861086,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861086,J.T.1.P7,male,ERP110576,J.T.1.P7,2019-04-04T15:43:00Z,1
ERR2784415,OTHER,301,35197765,PRJEB28381,SAMEA4861068,22682744,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796492,SAMEA4861068,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861068,J.T.1.C1,female,ERP110576,J.T.1.C1,2019-04-04T15:43:00Z,1
ERR2784416,OTHER,301,25155377,PRJEB28381,SAMEA4861069,16546613,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796493,SAMEA4861069,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861069,J.T.1.C2,female,ERP110576,J.T.1.C2,2019-04-04T15:43:00Z,1
ERR2784417,OTHER,301,21110327,PRJEB28381,SAMEA4861070,13813448,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796494,SAMEA4861070,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861070,J.T.1.C3,female,ERP110576,J.T.1.C3,2019-04-04T15:43:00Z,1
ERR2784418,OTHER,301,21635972,PRJEB28381,SAMEA4861071,13904097,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796495,SAMEA4861071,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:45Z,2018-08-27T18:34:06Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4861071,J.T.1.C4,male,ERP110576,J.T.1.C4,2019-04-04T15:43:00Z,1
ERR2784419,OTHER,301,29574536,PRJEB28381,SAMEA4860907,19375653,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796496,SAMEA4860907,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:03Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860907,CH2a.JAX2.3.C,female,ERP110576,CH2a.JAX2.3.C,2019-04-04T15:43:00Z,1
ERR2784420,OTHER,301,28336978,PRJEB28381,SAMEA4860908,18414409,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796497,SAMEA4860908,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:03Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860908,CH2a.JAX2.3.I,female,ERP110576,CH2a.JAX2.3.I,2019-04-04T15:43:00Z,1
ERR2784421,OTHER,301,36022952,PRJEB28381,SAMEA4860909,23371174,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796498,SAMEA4860909,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:03Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860909,CH2a.JAX2.3.P,female,ERP110576,CH2a.JAX2.3.P,2019-04-04T15:43:00Z,1
ERR2784422,OTHER,301,33449570,PRJEB28381,SAMEA4860910,21876596,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796499,SAMEA4860910,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:03Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860910,CH2a.TAC2.2.C,female,ERP110576,CH2a.TAC2.2.C,2019-04-04T15:43:00Z,1
ERR2784423,OTHER,301,30123572,PRJEB28381,SAMEA4860911,19329093,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796500,SAMEA4860911,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:03Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860911,CH2a.TAC2.2.I,female,ERP110576,CH2a.TAC2.2.I,2019-04-04T15:43:00Z,1
ERR2784424,OTHER,301,28966196,PRJEB28381,SAMEA4860912,19196412,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796501,SAMEA4860912,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:03Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860912,CH2a.TAC2.2.P,female,ERP110576,CH2a.TAC2.2.P,2019-04-04T15:44:00Z,1
ERR2784425,OTHER,301,38940751,PRJEB28381,SAMEA4860913,25396378,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796502,SAMEA4860913,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:03Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860913,CH2b.JAX2.3.C,female,ERP110576,CH2b.JAX2.3.C,2019-04-04T15:44:00Z,1
ERR2784426,OTHER,301,27664245,PRJEB28381,SAMEA4860914,17786354,UNIVERSITY OF TORONTO,house mouse,public,"sra,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796503,SAMEA4860914,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:03Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860914,CH2b.JAX2.3.I,female,ERP110576,CH2b.JAX2.3.I,2019-04-04T15:44:00Z,1
ERR2784427,OTHER,301,31033633,PRJEB28381,SAMEA4860915,20662403,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796504,SAMEA4860915,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:03Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860915,CH2b.JAX2.3.P,female,ERP110576,CH2b.JAX2.3.P,2019-04-04T15:44:00Z,1
ERR2784428,OTHER,301,27826191,PRJEB28381,SAMEA4860916,18051971,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796505,SAMEA4860916,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:03Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860916,CH2b.TAC2.2.C,female,ERP110576,CH2b.TAC2.2.C,2019-04-04T15:44:00Z,1
ERR2784429,OTHER,301,33450858,PRJEB28381,SAMEA4860917,21847065,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796506,SAMEA4860917,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:03Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860917,CH2b.TAC2.2.I,female,ERP110576,CH2b.TAC2.2.I,2019-04-04T15:44:00Z,1
ERR2784430,OTHER,301,35710653,PRJEB28381,SAMEA4860918,23363510,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796507,SAMEA4860918,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:03Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860918,CH2b.TAC2.2.P,female,ERP110576,CH2b.TAC2.2.P,2019-04-04T15:44:00Z,1
ERR2784431,OTHER,301,30445498,PRJEB28381,SAMEA4860919,19968125,UNIVERSITY OF TORONTO,house mouse,public,"run.zq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",2019-04-01,2019-04-01T00:00:00Z,2018-11-16,2018-08-27,ERX2796508,SAMEA4860919,UNIVERSITY OF TORONTO,UNIVERSITY OF TORONTO,2019-04-01T17:02:44Z,2018-08-27T18:34:03Z,public,Illumina MiSeq,unspecified,PAIRED,PCR,METAGENOMIC,Mus musculus,ILLUMINA,2019-04-02T00:00:00Z,SAMEA4860919,CH2c.JAX2.3.C,female,ERP110576,CH2c.JAX2.3.C,2019-04-04T15:44:00Z,1
